Order_ID,Order_Date,Customer_ID,Customer_Name,Region,City,Category,Sub_Category,Product_Name,Quantity,Price,Discount,Payment_Mode,Shipping_Cost,Profit
ORD100186,2025-03-12,10204,Sanya Patel,East,Bhubaneswar,Home & Kitchen,Kitchen Appliances,Mixer Grinder,1,3424.0,5.0,UPI,150.73,529.9
ORD100187,2025-08-18,10495,Sanya Singh,West,Ahmedabad,Home & Kitchen,Home Furnishing,Bedsheet,1,1417.71,10.0,Card,68.68,232.6
ORD100188,2025-12-18,10073,Aarav Joshi,East,Bhubaneswar,Sports,Team Sports,Football,2,906.78,5.0,Card,393.76,-163.15
ORD100189,2025-09-05,10560,Arjun Verma,North,Chandigarh,Home & Kitchen,Home Furnishing,Bedsheet,2,1932.17,10.0,Card,36.47,758.02
ORD100190,2025-03-14,10420,Vikram Shah,South,Kochi,Sports,Cricket,Cricket Bat,3,2293.54,10.0,Net Banking,72.8,2266.98
ORD100191,2025-09-28,10127,Simran Gupta,South,Hyderabad,Sports,Fitness,Dumbbells,3,3050.91,5.0,Net Banking,126.25,1941.55
ORD100192,2025-04-21,10151,Aditya Sharma,East,Bhubaneswar,Home & Kitchen,Kitchen Appliances,Mixer Grinder,3,2561.85,0.0,UPI,143.74,2282.08
ORD100193,2025-11-27,10161,Vikram Shah,North,,Clothing,Men Clothing,Jeans,2,1744.4,5.0,COD,190.98,643.21
ORD100194,2025-08-26,10603,Vivaan Mehta,South,Kochi,Electronics,Laptop,Laptop,1,79683.41,5.0,UPI,365.88,21833.85
ORD100195,2025-07-06,10568,Vivaan Patel,West,Mumbai,Sports,Fitness,Yoga Mat,2,1319.32,0.0,COD,209.59,489.49
ORD100196,2025-05-30,10063,Simran Singh,East,Kolkata,Beauty,Haircare,Shampoo,3,838.96,0.0,Card,201.21,447.95
ORD100197,2025-04-12,10121,Sanya Gupta,North,Lucknow,Electronics,Accessories,Wireless Earbuds,1,1809.76,0.0,UPI,308.97,-36.13
ORD100198,2025-05-09,10069,Aditi Joshi,West,Surat,Clothing,Men Clothing,Jacket,1,2374.85,10.0,Card,179.89,435.7
ORD100199,2025-04-20,10548,Pooja Patel,West,Mumbai,Beauty,Haircare,Hair Dryer,1,2264.09,20.0,COD,73.08,430.25
ORD100200,2025-09-18,10630,Priya Joshi,East,Patna,Clothing,Men Clothing,T-Shirt,2,1321.7,15.0,COD,214.47,282.67
ORD100201,2025-04-22,10495,Sanya Singh,North,Delhi,Clothing,Men Clothing,Jacket,1,2078.5,0.0,COD,337.61,173.94
ORD100202,2025-05-02,10416,Arjun Shah,North,Delhi,Clothing,Women Clothing,Kurta,1,889.62,0.0,Card,285.26,-3.95
ORD100203,2025-12-29,10584,Neha Singh,North,Chandigarh,Electronics,Wearables,Smart Watch,2,6449.86,5.0,Card,322.5,2097.1
ORD100204,2025-08-27,10093,Rohan Mehta,North,Chandigarh,Clothing,Footwear,Sneakers,1,4343.68,0.0,UPI,89.99,779.01
ORD100205,2025-11-10,10007,Aditya Kumar,North,Delhi,Beauty,Fragrance,Perfume,2,2141.67,0.0,COD,59.0,1040.51
ORD100206,2025-05-24,10380,Pooja Shah,East,Kolkata,Electronics,Laptop,Laptop,1,77554.96,10.0,COD,374.98,10844.25
ORD100207,2025-05-27,10339,Vikram Mehta,East,Patna,Electronics,Audio,Bluetooth Speaker,3,7271.87,5.0,UPI,192.89,3352.72
ORD100208,2025-12-26,10185,Sanya Verma,West,Surat,Electronics,Wearables,Smart Watch,5,3132.36,10.0,UPI,187.7,2222.77
ORD100209,2025-12-05,10323,Rahul Patel,South,Kochi,Sports,Cricket,Cricket Bat,1,5429.56,10.0,COD,187.28,1200.2
ORD100210,2025-08-23,10414,Aditya Gupta,North,Jaipur,Home & Kitchen,Home Furnishing,Bedsheet,3,2200.42,5.0,Card,70.06,2143.95
ORD100211,2025-12-23,10314,Aarav Kumar,North,Lucknow,Beauty,Haircare,Shampoo,2,615.18,10.0,COD,36.14,324.98
ORD100212,2025-08-03,10220,Aarav Gupta,West,Ahmedabad,Electronics,Smartphone,Mobile Phone,2,29695.4,15.0,COD,257.49,8973.2
ORD100213,2025-08-25,10040,Aditi Joshi,South,Bengaluru,Home & Kitchen,Home Furnishing,Bedsheet,1,1407.22,20.0,Card,108.93,296.34
ORD100214,2025-08-12,10318,Vikram Sharma,West,Surat,Clothing,Men Clothing,Jeans,2,2098.69,10.0,Card,344.26,870.21
ORD100215,2025-09-26,10622,Sneha Gupta,East,Ranchi,Electronics,Laptop,Laptop,2,82069.53,0.0,COD,375.09,42301.73
ORD100216,2025-07-23,10340,Pooja Patel,West,Surat,Electronics,Audio,Bluetooth Speaker,1,3146.83,5.0,UPI,204.4,241.03
ORD100217,2025-02-25,10217,Simran Shah,West,Surat,Electronics,Laptop,Laptop,1,68139.05,10.0,Card,310.04,21489.51
ORD100218,2025-05-20,10276,Ananya Joshi,West,Mumbai,Home & Kitchen,Home Furnishing,Bedsheet,1,2021.55,15.0,COD,449.0,96.07
ORD100219,2025-07-06,10459,Pooja Sharma,North,Delhi,Clothing,Women Clothing,Kurta,3,1430.82,0.0,UPI,161.12,1452.45
ORD100220,2025-09-13,10207,Neha Kumar,North,Lucknow,Home & Kitchen,Kitchen,Cookware Set,2,4166.26,10.0,COD,276.51,1440.47
ORD100221,2025-03-02,10074,Simran Joshi,West,Ahmedabad,Home & Kitchen,Kitchen Appliances,Air Fryer,1,4987.69,10.0,Net Banking,420.24,886.51
ORD100222,2025-09-03,10562,Pooja Patel,East,Patna,Clothing,Footwear,Sneakers,3,4803.42,10.0,UPI,221.0,2431.93
ORD100223,2025-05-13,10277,Aditi Singh,East,Bhubaneswar,Electronics,Accessories,Wireless Earbuds,1,3648.18,25.0,UPI,262.97,244.78
ORD100224,2025-08-02,10406,Vivaan Shah,West,Mumbai,Electronics,Wearables,Smart Watch,2,6802.66,20.0,UPI,317.87,3747.5
ORD100225,2025-06-15,10222,Sneha Gupta,North,Jaipur,Beauty,Skincare,Face Cream,2,886.19,5.0,UPI,270.5,248.06
ORD100226,2025-05-28,10150,Vikram Patel,West,Pune,Home & Kitchen,Kitchen,Cookware Set,1,3578.01,0.0,Card,400.01,138.27
ORD100227,2025-06-04,10239,Aditya Singh,East,Patna,Clothing,Women Clothing,Kurta,3,1215.74,15.0,Net Banking,42.61,412.13
ORD100228,2025-10-03,10366,Rahul Verma,East,Patna,Home & Kitchen,Home Decor,Table Lamp,1,1483.71,5.0,Card,404.6,18.86
ORD100229,2025-10-17,10570,Simran Malhotra,East,Bhubaneswar,Electronics,Wearables,Smart Watch,2,3024.61,20.0,UPI,214.15,958.1
ORD100230,2025-12-26,10056,Aditya Patel,West,Mumbai,Sports,Footwear,Running Shoes,1,4448.44,0.0,UPI,377.18,890.38
ORD100231,2025-01-04,10086,Vikram Shah,South,Bengaluru,Electronics,Audio,Bluetooth Speaker,1,3924.4,15.0,UPI,64.75,782.6
ORD100232,2025-09-23,10192,Aarav Verma,South,Kochi,Home & Kitchen,Home Decor,Table Lamp,2,959.34,10.0,UPI,234.89,384.36
ORD100233,2025-07-03,10181,Ananya Singh,South,Hyderabad,Clothing,Men Clothing,Jeans,1,1381.45,5.0,Card,446.54,-174.47
ORD100234,2025-02-09,10032,Karan Malhotra,North,Jaipur,Home & Kitchen,Home Decor,Table Lamp,1,1051.3,5.0,COD,236.88,17.17
ORD100235,2025-10-22,10439,Isha Sharma,West,Ahmedabad,Electronics,Laptop,Laptop,2,79310.11,,UPI,429.61,52608.58
ORD100236,2025-03-13,10551,Vivaan Gupta,East,Kolkata,Clothing,Men Clothing,Jacket,1,3815.84,0.0,Card,107.81,1065.76
ORD100237,2025-07-19,10422,Vivaan Shah,North,Delhi,Clothing,Footwear,Sneakers,2,3358.91,15.0,UPI,424.34,418.27
ORD100238,2025-12-11,10308,Simran Gupta,South,Hyderabad,Beauty,Haircare,Hair Dryer,1,1631.62,10.0,Card,277.35,-6.33
ORD100239,2025-07-24,10500,Nikhil Shah,East,Bhubaneswar,Beauty,Skincare,Face Cream,1,618.44,10.0,UPI,153.46,23.74
ORD100240,2025-04-21,10474,Vivaan Malhotra,West,Ahmedabad,Electronics,Accessories,Wireless Earbuds,4,2978.66,5.0,COD,94.89,2772.31
ORD100241,2025-08-09,10608,Nikhil Gupta,South,Bengaluru,Home & Kitchen,Home Decor,Table Lamp,2,1556.24,10.0,COD,49.09,544.45
ORD100242,2025-02-22,10364,Karan Malhotra,North,Jaipur,Sports,Cricket,Cricket Bat,1,1402.49,10.0,Card,382.46,44.46
ORD100243,2025-08-25,10481,Rahul Singh,North,Chandigarh,Electronics,Wearables,Smart Watch,1,8279.04,5.0,UPI,189.5,1160.34
ORD100244,2025-08-09,10481,Rahul Singh,South,Hyderabad,Home & Kitchen,Kitchen Appliances,Mixer Grinder,3,6257.8,20.0,UPI,163.58,2617.12
ORD100245,2025-05-19,10371,Meera Verma,South,Kochi,Beauty,Fragrance,Perfume,1,1863.06,5.0,UPI,297.58,100.13
ORD100246,2025-04-29,10550,Aarav Shah,East,Ranchi,Clothing,Men Clothing,Jeans,2,2012.66,5.0,Net Banking,172.7,827.44
ORD100247,2025-03-24,10494,Kavya Singh,East,Kolkata,Home & Kitchen,Kitchen,Cookware Set,1,3227.88,0.0,Card,139.64,798.77
ORD100248,2025-05-17,10492,Karan Joshi,West,Ahmedabad,Sports,Cricket,Cricket Bat,1,5318.77,5.0,UPI,218.49,501.84
ORD100249,2025-10-09,10073,Aarav Joshi,North,Lucknow,Clothing,Men Clothing,Jeans,2,1546.08,0.0,UPI,78.21,339.85
ORD100250,2025-10-09,10556,Sanya Verma,West,Ahmedabad,Electronics,Audio,Bluetooth Speaker,2,7108.02,5.0,COD,153.93,3928.66
ORD100251,2025-05-29,10378,Priya Sharma,North,Chandigarh,Electronics,Accessories,Wireless Earbuds,2,4357.61,0.0,COD,253.21,2406.1
ORD100252,2025-04-23,10070,Rohan Singh,East,Bhubaneswar,Electronics,Smartphone,Mobile Phone,1,23883.54,0.0,Card,74.46,3580.08
ORD100253,2025-12-11,10138,Aditya Sharma,East,Ranchi,Sports,Cricket,Cricket Bat,4,1679.86,5.0,COD,71.47,2228.67
ORD100254,2025-03-14,10197,Aditya Malhotra,South,Hyderabad,Sports,Fitness,Dumbbells,4,4134.0,10.0,Card,392.66,4399.53
ORD100255,2025-08-08,10438,Aarav Patel,West,Mumbai,Home & Kitchen,Home Decor,Table Lamp,5,1167.41,25.0,Card,175.96,1430.29
ORD100256,2025-11-17,10111,Karan Mehta,North,Lucknow,Clothing,Footwear,Sneakers,1,4692.8,20.0,COD,62.1,490.04
ORD100257,2025-05-21,10602,Priya Gupta,West,Pune,Beauty,Skincare,Face Wash,1,480.02,5.0,COD,122.92,5.2
ORD100258,2025-09-02,10415,Priya Patel,West,Pune,Beauty,Haircare,Hair Dryer,1,1041.89,10.0,UPI,206.72,2.91
ORD100259,2025-08-30,10448,Priya Kumar,West,Pune,Clothing,Women Clothing,Kurta,5,1711.94,10.0,UPI,205.42,2488.93
ORD100260,2025-04-10,10337,Sneha Sharma,East,Patna,Electronics,Accessories,Wireless Earbuds,2,4772.7,0.0,UPI,214.03,1181.43
ORD100261,2025-08-27,10128,Sanya Joshi,West,Ahmedabad,Clothing,Footwear,Sneakers,1,4136.58,0.0,Net Banking,95.64,1239.55
ORD100262,2025-07-20,10159,Vivaan Malhotra,East,Bhubaneswar,Home & Kitchen,Home Furnishing,Bedsheet,1,2189.35,0.0,Card,189.44,462.3
ORD100263,2025-08-09,10197,Aditya Malhotra,South,Chennai,Beauty,Haircare,Shampoo,1,699.51,20.0,Card,33.38,42.04
ORD100264,2025-09-28,10146,Vikram Sharma,North,Lucknow,Clothing,Men Clothing,Jeans,2,2028.19,5.0,Card,166.59,1258.42
ORD100265,2025-12-03,10452,Nikhil Malhotra,South,Hyderabad,Home & Kitchen,Kitchen,Cookware Set,3,3252.39,10.0,COD,427.64,1995.56
ORD100266,2025-11-12,10515,Karan Verma,West,Ahmedabad,Clothing,Men Clothing,Jeans,1,1919.3,5.0,UPI,113.2,548.52
ORD100267,2025-09-05,10237,Rahul Joshi,West,Mumbai,Clothing,Men Clothing,T-Shirt,1,1233.01,20.0,UPI,195.1,154.03
ORD100268,2025-01-11,10099,Kavya Sharma,North,Chandigarh,Electronics,Laptop,Laptop,3,87671.32,5.0,UPI,147.55,76758.62
ORD100269,2025-08-31,10241,Ananya Shah,North,Chandigarh,Electronics,Accessories,Wireless Earbuds,1,1308.88,10.0,UPI,360.7,-6.92
ORD100270,2025-11-11,10642,Ananya Gupta,North,Lucknow,Clothing,Men Clothing,Jacket,2,3481.25,15.0,UPI,245.54,1704.15
ORD100271,2025-09-10,10063,Simran Singh,North,Delhi,Beauty,Skincare,Face Wash,1,355.63,0.0,UPI,111.16,19.3
ORD100272,2025-06-29,10071,Kavya Malhotra,East,Kolkata,Electronics,Laptop,Laptop,2,64894.82,5.0,Card,252.58,41428.36
ORD100273,2025-05-28,10285,Aarav Gupta,East,Ranchi,Electronics,Wearables,Smart Watch,3,5792.31,5.0,UPI,101.94,2620.03
ORD100274,2025-11-14,10427,Simran Sharma,East,Patna,Home & Kitchen,Home Decor,Table Lamp,5,1320.67,5.0,UPI,81.29,2121.25
ORD100275,2025-01-09,10148,Rohan Gupta,East,Ranchi,Home & Kitchen,Kitchen Appliances,Mixer Grinder,2,2975.16,0.0,Card,254.76,1879.46
ORD100276,2025-04-16,10649,Sneha Mehta,North,Lucknow,Electronics,Laptop,Laptop,2,50277.61,0.0,UPI,349.9,24603.74
ORD100277,2025-05-18,10187,Vikram Shah,East,Patna,Clothing,Men Clothing,Jeans,2,1660.57,10.0,COD,114.64,295.0
ORD100278,2025-11-23,10004,Nikhil Mehta,West,Mumbai,Electronics,Audio,Bluetooth Speaker,1,6873.96,0.0,COD,446.62,1639.92
ORD100279,2025-01-19,10108,Ananya Verma,North,Chandigarh,Beauty,Haircare,Shampoo,1,1181.24,10.0,COD,166.22,50.78
ORD100280,2025-07-01,10316,Pooja Sharma,East,Bhubaneswar,Beauty,Haircare,Shampoo,2,548.33,15.0,UPI,320.79,-23.12
ORD100281,2025-07-27,10246,Simran Joshi,East,Kolkata,Home & Kitchen,Home Decor,Table Lamp,1,919.61,10.0,UPI,448.7,-173.67
ORD100282,2025-01-10,10201,Pooja Sharma,East,Ranchi,Clothing,Men Clothing,Jacket,1,2405.07,0.0,Card,209.09,362.07
ORD100283,2025-07-13,10078,Aarav Gupta,North,Jaipur,Home & Kitchen,Kitchen Appliances,Mixer Grinder,1,6506.73,10.0,Card,240.12,1879.52
ORD100284,2025-11-10,10128,Sanya Joshi,North,Chandigarh,Electronics,Laptop,Laptop,1,51447.67,10.0,UPI,250.7,8943.37
ORD100285,2025-05-28,10164,Sanya Mehta,West,Mumbai,Clothing,Footwear,Sneakers,4,3042.46,0.0,UPI,121.51,2408.88
ORD100286,2025-03-28,10337,Sneha Sharma,East,Bhubaneswar,Clothing,Men Clothing,Jacket,2,2699.56,0.0,UPI,379.24,383.21
ORD100287,2025-12-01,10206,Aarav Patel,East,Kolkata,Sports,Team Sports,Football,4,517.72,5.0,Card,92.25,608.23
ORD100288,2025-07-20,10645,Meera Shah,West,Mumbai,Sports,Team Sports,Football,2,1555.94,5.0,Card,445.31,504.58
ORD100289,2025-12-10,10566,Rahul Patel,South,Bengaluru,Clothing,Women Clothing,Kurta,1,857.77,0.0,COD,224.8,29.78
ORD100290,2025-01-08,10326,Rahul Malhotra,East,Kolkata,Clothing,Footwear,Sneakers,1,2359.48,10.0,UPI,272.97,151.12
ORD100291,2025-06-22,10102,Simran Singh,West,Mumbai,Beauty,Fragrance,Perfume,3,2955.85,15.0,UPI,236.66,1066.62
ORD100292,2025-01-26,10627,Vikram Mehta,North,Lucknow,Electronics,Laptop,Laptop,1,57503.03,15.0,Card,379.62,5797.38
ORD100293,2025-01-11,10042,Ananya Joshi,East,Patna,Electronics,Laptop,Laptop,1,67415.85,10.0,UPI,159.26,13216.63
ORD100294,2025-09-20,10376,Kavya Sharma,West,Surat,Home & Kitchen,Kitchen,Cookware Set,2,3757.96,0.0,COD,263.72,1891.53
ORD100295,2025-03-30,10269,Neha Joshi,West,Pune,Home & Kitchen,Kitchen Appliances,Mixer Grinder,3,3863.58,25.0,Card,420.87,1354.36
ORD100296,2025-01-28,10498,Neha Sharma,South,Kochi,Sports,Fitness,Dumbbells,2,2382.5,15.0,Card,62.22,1302.01
ORD100297,2025-06-22,10093,Rohan Mehta,North,Lucknow,Sports,Footwear,Running Shoes,1,5509.75,5.0,Card,307.07,1080.38
ORD100298,2025-01-07,10490,Meera Malhotra,East,Bhubaneswar,Clothing,Men Clothing,T-Shirt,2,1450.02,0.0,Card,282.76,380.62
ORD100299,2025-01-04,10188,Nikhil Malhotra,South,Kochi,Electronics,Wearables,Smart Watch,3,4483.89,0.0,Card,280.0,1782.18
ORD100300,2025-10-26,10635,Sanya Mehta,East,Kolkata,Electronics,Wearables,Smart Watch,2,11126.18,5.0,UPI,90.26,7110.45
ORD100301,2025-05-12,10039,Pooja Patel,South,Kochi,Home & Kitchen,Kitchen Appliances,Air Fryer,1,5547.57,15.0,Net Banking,181.11,1234.4
ORD100302,2025-03-31,10599,Kavya Shah,North,Delhi,Electronics,Laptop,Laptop,1,77492.97,0.0,Card,246.84,17501.55
ORD100303,2025-01-12,10229,Priya Malhotra,West,Mumbai,Sports,Cricket,Cricket Bat,4,1327.98,25.0,UPI,372.04,851.48
ORD100304,2025-10-01,10172,Pooja Verma,North,Jaipur,Home & Kitchen,Home Decor,Table Lamp,2,2324.33,5.0,UPI,215.88,1406.76
ORD100305,2025-04-03,10098,Vivaan Kumar,West,Surat,Electronics,Wearables,Smart Watch,1,4572.66,20.0,Card,217.06,1159.17
ORD100306,2025-08-08,10224,Priya Malhotra,South,Hyderabad,Home & Kitchen,Kitchen,Cookware Set,1,3809.01,0.0,COD,376.44,290.85
ORD100307,2025-12-05,10123,Aarav Shah,South,Hyderabad,Electronics,Laptop,Laptop,3,55987.27,10.0,Card,389.02,19621.08
ORD100308,2025-06-28,10175,Vikram Singh,West,Surat,Beauty,Skincare,Face Cream,1,385.39,10.0,Card,398.77,-317.28
ORD100309,2025-10-05,10425,Arjun Gupta,West,Mumbai,Sports,Cricket,Cricket Bat,2,4944.32,0.0,Net Banking,383.71,2611.37
ORD100310,2025-11-30,10494,Kavya Singh,North,Lucknow,Sports,Footwear,Running Shoes,1,3304.19,25.0,Card,428.57,421.27
ORD100311,2025-11-15,10444,Meera Patel,South,Chennai,Electronics,Accessories,Wireless Earbuds,2,3638.91,5.0,Card,204.49,2379.65
ORD100312,2025-10-07,10518,Rohan Patel,South,Chennai,Sports,Team Sports,Football,1,1011.09,0.0,UPI,105.19,69.37
ORD100313,2025-04-24,10495,Sanya Singh,East,Patna,Electronics,Wearables,Smart Watch,2,8650.85,15.0,UPI,318.66,1592.88
ORD100314,2025-10-02,10440,Isha Shah,West,Surat,Clothing,Women Clothing,Kurta,1,2015.57,5.0,Card,379.7,-52.43
ORD100315,2025-05-07,10610,Aditi Verma,West,Mumbai,Sports,Team Sports,Football,1,1213.16,5.0,Card,448.54,-51.11
ORD100316,2025-08-02,10439,Isha Sharma,East,Ranchi,Sports,Footwear,Running Shoes,3,5609.58,25.0,UPI,179.28,2420.8
ORD100317,2025-05-26,10491,Aditi Shah,East,Patna,Home & Kitchen,Home Decor,Table Lamp,2,990.62,5.0,Card,269.52,342.89
ORD100318,2025-12-06,10432,Aarav Kumar,West,Surat,Electronics,Laptop,Laptop,2,59875.25,15.0,Card,112.22,24986.08
ORD100319,2025-04-02,10629,Sanya Kumar,North,Delhi,Electronics,Audio,Bluetooth Speaker,2,4984.99,5.0,UPI,238.42,2657.36
ORD100320,2025-09-16,10168,Ananya Joshi,West,Mumbai,Clothing,Men Clothing,Jeans,1,1943.3,0.0,Card,261.22,271.41
ORD100321,2025-05-06,10429,Meera Kumar,East,Bhubaneswar,Home & Kitchen,Kitchen Appliances,Mixer Grinder,2,6507.96,10.0,COD,210.46,1957.12
ORD100322,2025-02-03,10439,Isha Sharma,West,Mumbai,Clothing,Men Clothing,T-Shirt,2,1053.45,10.0,UPI,379.25,253.89
ORD100323,2025-03-29,10274,Sanya Sharma,West,Pune,Clothing,Men Clothing,Jacket,1,4341.53,0.0,Card,310.93,437.33
ORD100324,2025-09-04,10069,Aditi Joshi,West,Surat,Clothing,Men Clothing,T-Shirt,2,1288.49,20.0,COD,37.96,350.98
ORD100325,2025-09-24,10117,Sanya Patel,North,Delhi,Beauty,Skincare,Face Wash,1,282.88,15.0,Card,313.46,-237.04
ORD100326,2025-10-23,10615,Aarav Joshi,West,Surat,Clothing,Men Clothing,Jacket,3,1793.04,5.0,UPI,402.24,1338.5
ORD100327,2025-05-10,10493,Aarav Shah,North,Lucknow,Clothing,Men Clothing,T-Shirt,5,871.0,10.0,COD,184.12,1155.26
ORD100328,2025-11-14,10467,Ananya Gupta,North,Lucknow,Home & Kitchen,Home Furnishing,Bedsheet,3,2327.58,5.0,COD,406.74,654.69
ORD100329,2025-05-24,10305,Isha Singh,North,Chandigarh,Home & Kitchen,Home Furnishing,Bedsheet,2,807.13,0.0,UPI,369.71,-123.74
ORD100330,2025-02-05,10546,Aditya Shah,South,Bengaluru,Beauty,Haircare,Shampoo,1,921.29,20.0,Card,169.28,14.87
ORD100331,2025-03-16,10284,Isha Mehta,East,Bhubaneswar,Electronics,Laptop,Laptop,3,51178.5,20.0,UPI,308.17,22356.8
ORD100332,2025-04-19,10327,Neha Gupta,West,Surat,Electronics,Accessories,Wireless Earbuds,2,4019.52,10.0,UPI,396.68,2035.03
ORD100333,2025-02-10,10087,Vikram Sharma,North,Jaipur,Sports,Footwear,Running Shoes,3,4641.91,10.0,Card,272.69,3486.66
ORD100334,2025-06-24,10372,Vikram Malhotra,East,Ranchi,Beauty,Fragrance,Perfume,1,3484.33,10.0,Card,182.45,292.29
ORD100335,2025-03-20,10335,Vivaan Kumar,West,Ahmedabad,Home & Kitchen,Kitchen Appliances,Air Fryer,5,7914.56,10.0,UPI,134.49,4675.92
ORD100336,2025-08-10,10256,Simran Patel,South,,Sports,Fitness,Dumbbells,4,1886.07,0.0,UPI,251.58,2278.66
ORD100337,2025-01-14,10550,Aarav Shah,North,Jaipur,Beauty,Haircare,Hair Dryer,5,1624.93,0.0,Card,280.05,1930.36
ORD100338,2025-05-02,10306,Vikram Joshi,South,,Beauty,Haircare,Hair Dryer,2,1343.4,5.0,UPI,420.95,110.45
ORD100339,2025-05-28,10069,Aditi Joshi,West,Mumbai,Sports,Fitness,Dumbbells,1,2505.66,10.0,Card,392.07,403.06
ORD100340,2025-06-06,10439,Isha Sharma,East,Bhubaneswar,Beauty,Haircare,Shampoo,1,360.84,10.0,Net Banking,210.83,-97.48
ORD100341,2025-06-10,10544,Karan Mehta,East,Bhubaneswar,Electronics,Accessories,Wireless Earbuds,2,1620.29,0.0,Net Banking,127.75,1058.32
ORD100342,2025-08-17,10113,Ananya Malhotra,North,Lucknow,Home & Kitchen,Kitchen Appliances,Air Fryer,2,8797.97,15.0,COD,312.07,5248.06
ORD100343,2025-09-20,10618,Ananya Gupta,East,Ranchi,Sports,Cricket,Cricket Bat,3,2641.91,10.0,Net Banking,390.16,2139.86
ORD100344,2025-07-03,10298,Kavya Malhotra,West,Pune,Beauty,Skincare,Face Cream,3,704.8,15.0,UPI,159.28,410.98
ORD100345,2025-03-03,10611,Isha Malhotra,North,Jaipur,Electronics,Smartphone,Mobile Phone,1,41649.43,20.0,Card,168.67,11567.53
ORD100346,2025-10-21,10273,Nikhil Shah,West,Surat,Home & Kitchen,Kitchen Appliances,Air Fryer,1,4567.86,15.0,UPI,296.66,1053.74
ORD100347,2025-07-17,10477,Rohan Singh,North,Jaipur,Beauty,Skincare,Face Wash,1,773.27,0.0,COD,100.9,21.26
ORD100348,2025-07-11,10586,Vivaan Sharma,North,Lucknow,Electronics,Wearables,Smart Watch,4,10286.44,,UPI,149.36,9885.87
ORD100349,2025-01-10,10002,Pooja Shah,South,Kochi,Beauty,Fragrance,Perfume,1,2231.04,15.0,Card,202.71,190.84
ORD100350,2025-04-07,10045,Vikram Shah,North,Chandigarh,Electronics,Laptop,Laptop,1,57329.46,20.0,Net Banking,177.98,16736.23
ORD100351,2025-02-24,10130,Karan Verma,North,Lucknow,Electronics,Audio,Bluetooth Speaker,3,4950.48,10.0,Card,230.83,2179.48
ORD100352,2025-01-03,10583,Karan Patel,East,Kolkata,Electronics,Smartphone,Mobile Phone,3,36807.16,20.0,COD,265.98,17881.52
ORD100353,2025-07-28,10126,Rohan Shah,West,Pune,Electronics,Laptop,Laptop,2,88548.43,10.0,Card,421.84,35839.85
ORD100354,2025-07-06,10494,Kavya Singh,East,Bhubaneswar,Beauty,Skincare,Face Wash,3,308.1,0.0,COD,174.03,12.86
ORD100355,2025-01-25,10074,Simran Joshi,North,Jaipur,Home & Kitchen,Home Furnishing,Bedsheet,2,1057.53,5.0,UPI,91.81,516.06
ORD100356,2025-05-17,10318,Vikram Sharma,North,Delhi,Beauty,Skincare,Face Wash,1,266.89,10.0,Card,330.17,-253.9
ORD100357,2025-02-11,10274,Sanya Sharma,South,Bengaluru,Home & Kitchen,Home Decor,Table Lamp,1,2349.68,5.0,UPI,349.13,302.46
ORD100358,2025-09-22,10620,Rahul Gupta,West,Surat,Home & Kitchen,Home Furnishing,Bedsheet,1,1548.48,0.0,COD,66.59,325.61
ORD100359,2025-06-30,10480,Pooja Shah,West,Pune,Sports,Cricket,Cricket Bat,1,6519.88,10.0,UPI,210.96,1542.54
ORD100360,2025-12-22,10308,Simran Gupta,West,Mumbai,Beauty,Fragrance,Perfume,4,2794.27,15.0,COD,384.92,2249.44
ORD100361,2025-06-06,10200,Meera Patel,North,Chandigarh,Electronics,Laptop,Laptop,2,72864.19,5.0,Card,122.03,48424.13
ORD100362,2025-03-09,10575,Nikhil Sharma,East,Kolkata,Home & Kitchen,Home Decor,Table Lamp,2,2422.84,5.0,Card,407.14,713.73
ORD100363,2025-05-29,10282,Aditya Verma,West,Surat,Home & Kitchen,Kitchen,Cookware Set,1,1803.96,0.0,Net Banking,131.79,242.6
ORD100364,2025-07-02,10558,Ananya Sharma,West,Surat,Home & Kitchen,Kitchen,Cookware Set,3,5032.94,25.0,Card,173.49,2220.42
ORD100365,2025-06-29,10524,Isha Sharma,North,Lucknow,Electronics,Laptop,Laptop,3,71879.06,5.0,Card,388.91,59346.67
ORD100366,2025-01-11,10069,Aditi Joshi,West,Ahmedabad,Electronics,Accessories,Wireless Earbuds,1,4345.17,10.0,COD,80.02,1263.12
ORD100367,2025-11-24,10267,Rohan Mehta,South,Chennai,Electronics,Audio,Bluetooth Speaker,4,6380.21,5.0,UPI,322.4,7674.84
ORD100368,2025-12-20,10516,Vikram Gupta,North,Chandigarh,Electronics,Laptop,Laptop,1,72773.74,25.0,COD,417.49,9506.57
ORD100369,2025-05-20,10447,Aditya Sharma,East,Ranchi,Clothing,Women Clothing,Kurta,2,1651.58,5.0,Card,112.97,422.54
ORD100370,2025-08-28,10526,Priya Sharma,North,Delhi,Clothing,Footwear,Sneakers,2,2962.37,10.0,UPI,421.8,325.32
ORD100371,2025-03-27,10556,Sanya Verma,East,Kolkata,Home & Kitchen,Home Decor,Table Lamp,1,2356.96,0.0,Card,341.08,257.34
ORD100372,2025-02-08,10057,Pooja Gupta,North,Lucknow,Clothing,Footwear,Sneakers,2,3602.43,0.0,UPI,381.74,1906.86
ORD100373,2025-08-22,10544,Karan Mehta,North,Chandigarh,Beauty,Haircare,Shampoo,2,407.29,0.0,UPI,380.35,-95.8
